Georgia,atlanta,nat,apa,6979892975,None,"Controlled Access Community, En Suites, Playground",https://atlanta.craigslist.org/nat/apa/d/marietta-controlled-access-community-en/6979892975.html,2019-10-03,21:13,$1250,Marietta,True,None,2,1340ft2
Georgia,atlanta,nat,apa,6992235356,None,SEEKING HOME SWEET HOME: QUIET & RESPONSIBLE UTILITIES INCLUDED,https://atlanta.craigslist.org/nat/apa/d/marietta-seeking-home-sweet-home-quiet/6992235356.html,2019-10-03,21:07,$1250,"COBB, NORTH FULTON, NORTH DEKALB",False,None,1,None
Georgia,atlanta,nat,apa,6986507858,None,"Large Walk In Closets, Brushed Nickel Light Fixtures, Sports Court",https://atlanta.craigslist.org/nat/apa/d/peachtree-corners-large-walk-in-closets/6986507858.html,2019-10-03,21:06,$1033,None,True,None,1,800ft2
Georgia,atlanta,nat,apa,6988620077,None,"Sunrooms with French Doors, Extra Storage Space, Sand Volleyball Arena",https://atlanta.craigslist.org/nat/apa/d/woodstock-sunrooms-with-french-doors/6988620077.html,2019-10-03,21:04,$1562,None,True,None,3,1433ft2
Georgia,atlanta,nat,apa,6987776517,None,"♥ Apartments in DUNWOODY, Close to Schools, Controlled Access",https://atlanta.craigslist.org/nat/apa/d/atlanta-apartments-in-dunwoody-close-to/6987776517.html,2019-10-03,20:51,$1220,"DUNWOODY, SANDY SPRINGS, PERIMETER, ROSWELL, ATLANTA",True,None,1,616ft2
Georgia,atlanta,nat,apa,6976184615,None,"Washer and dryer connections, Controlled access/gated, Playground",https://atlanta.craigslist.org/nat/apa/d/lilburn-washer-and-dryer-connections/6976184615.html,2019-10-03,20:24,$1099,None,True,None,1,None
Georgia,atlanta,nat,apa,6986236100,None,"♥ Apartments available in DUNWOODY, Media Room, Dual Vanity Sinks",https://atlanta.craigslist.org/nat/apa/d/atlanta-apartments-available-in/6986236100.html,2019-10-03,20:20,$1574,"DUNWOODY, SANDY SPRINGS, PERIMETER, ROSWELL, ATLANTA",True,None,2,1085ft2
Georgia,atlanta,nat,apa,6982681317,None,"Ceiling Fans, Gated Community, Spacious Living Areas",https://atlanta.craigslist.org/nat/apa/d/atlanta-ceiling-fans-gated-community/6982681317.html,2019-10-03,20:13,$1058,None,True,None,1,555ft2
Georgia,atlanta,nat,apa,6974622271,None,"Oversized garden tubs, W/d hookup, Handicap accessible",https://atlanta.craigslist.org/nat/apa/d/roswell-oversized-garden-tubs-d-hookup/6974622271.html,2019-10-03,20:13,$1275,None,True,None,1,None
Georgia,atlanta,nat,apa,6985099398,None,"Wood Plank Inspired Flooring, Roman Tubs, Designer Cabinetry",https://atlanta.craigslist.org/nat/apa/d/atlanta-wood-plank-inspired-flooring/6985099398.html,2019-10-03,20:07,$1525,None,True,None,1,783ft2
Georgia,atlanta,nat,apa,6992191048,None,"Steps to Centennial Park, in the heart of Downtown Atlanta!",https://atlanta.craigslist.org/nat/apa/d/atlanta-steps-to-centennial-park-in-the/6992191048.html,2019-10-03,19:53,$3065,Atlanta,True,None,3,1515ft2
Georgia,atlanta,nat,apa,6992165771,None,"☀ Great apartments located in DUNWOODY, Soaker Tub, Media Room",https://atlanta.craigslist.org/nat/apa/d/atlanta-great-apartments-located-in/6992165771.html,2019-10-03,19:31,$1220,"DUNWOODY, SANDY SPRINGS, PERIMETER, ROSWELL, ATLANTA",True,None,1,616ft2
Georgia,atlanta,nat,apa,6971999186,None,"Wood-Style Flooring, Large Breeds Accepted, Breakfast Bar",https://atlanta.craigslist.org/nat/apa/d/peachtree-corners-wood-style-flooring/6971999186.html,2019-10-03,19:25,$1066,None,True,None,1,555ft2
Georgia,atlanta,nat,apa,6992176546,None,"Spacious remodeled units in Dunwoody, close to 285!",https://atlanta.craigslist.org/nat/apa/d/atlanta-spacious-remodeled-units-in/6992176546.html,2019-10-03,19:22,$1500,Dunwoody/Sandy Springs,True,None,2,1322ft2
Georgia,atlanta,nat,apa,6990511683,None,"☆ Apartments In the heart of Marietta, Air Conditioning, Ceiling Fans",https://atlanta.craigslist.org/nat/apa/d/marietta-apartments-in-the-heart-of/6990511683.html,2019-10-03,19:18,$1300,None,True,None,1,775ft2
Georgia,atlanta,nat,apa,6992162674,None,"☆ DUNWOODY Apartment Homes, Billiards Room, Patio or Balcony",https://atlanta.craigslist.org/nat/apa/d/atlanta-dunwoody-apartment-homes/6992162674.html,2019-10-03,19:12,$1709,"DUNWOODY, SANDY SPRINGS, PERIMETER, ROSWELL, ATLANTA",True,None,2,1390ft2
Georgia,atlanta,nat,apa,6977291216,None,"Pick any house, we buy it, you rent it!",https://atlanta.craigslist.org/nat/apa/d/canton-pick-any-house-we-buy-it-you/6977291216.html,2019-10-03,19:10,$1500,Canton,True,None,4,None
